relative_delay_us,normalized_magnitude,magnitude_db,smoothed_magnitude
-2.140000000000000000e+03,6.214881539344787598e-01,-4.131342887878417969e+00,9.212454250752373230e-01
-2.136000000000000000e+03,6.753593683242797852e-01,-3.409301280975341797e+00,9.578665841362902222e-01
-2.132000000000000000e+03,7.065075039863586426e-01,-3.017664432525634766e+00,8.754893209561186440e-01
-2.128000000000000000e+03,7.061064839363098145e-01,-3.022596359252929688e+00,8.131596644744328861e-01
-2.124000000000000000e+03,4.088808298110961914e-01,-7.768064498901367188e+00,7.253267482126011245e-01
-2.120000000000000000e+03,3.994806408882141113e-01,-7.970085144042968750e+00,6.426943624878456163e-01
-2.116000000000000000e+03,3.625136315822601318e-01,-8.813513755798339844e+00,5.697381588064620583e-01
-2.112000000000000000e+03,4.121851623058319092e-01,-7.698153495788574219e+00,6.193486038920240633e-01
-2.108000000000000000e+03,4.462490379810333252e-01,-7.008454322814941406e+00,6.553966973573739363e-01
-2.104000000000000000e+03,5.855847001075744629e-01,-4.648205757141113281e+00,5.911298381885058406e-01
-2.100000000000000000e+03,5.278777480125427246e-01,-5.549333095550537109e+00,5.143105373259628799e-01
-2.096000000000000000e+03,1.336061358451843262e-01,-1.748347282409667969e+01,4.406403067977333610e-01
-2.092000000000000000e+03,1.385680288076400757e-01,-1.716673851013183594e+01,3.149051048049635870e-01
-2.088000000000000000e+03,1.838483512401580811e-01,-1.471080589294433594e+01,2.081822262242503663e-01
-2.084000000000000000e+03,1.377375423908233643e-01,-1.721895408630371094e+01,2.432891416558342901e-01
-2.080000000000000000e+03,1.477492153644561768e-01,-1.660949707031250000e+01,2.920623495364025879e-01
-2.076000000000000000e+03,2.586509287357330322e-01,-1.174571990966796875e+01,3.075037522028252757e-01
-2.072000000000000000e+03,3.122898042201995850e-01,-1.010884380340576172e+01,3.809022263070100389e-01
-2.068000000000000000e+03,2.388479709625244141e-01,-1.243756866455078125e+01,5.329225055160018432e-01
-2.064000000000000000e+03,3.991702795028686523e-01,-7.976836204528808594e+00,5.109467535621835532e-01
-2.060000000000000000e+03,6.892192959785461426e-01,-3.232851505279541016e+00,4.620514523370030102e-01
-2.056000000000000000e+03,1.803770810365676880e-01,-1.487637329101562500e+01,4.631654997201633539e-01
-2.052000000000000000e+03,1.381331533193588257e-01,-1.719404220581054688e+01,5.026608224623010379e-01
-2.048000000000000000e+03,2.428160160779953003e-01,-1.229445362091064453e+01,4.252369244272206084e-01
-2.044000000000000000e+03,5.398458242416381836e-01,-5.354605197906494141e+00,5.180163656950792506e-01
-2.040000000000000000e+03,4.134486913681030273e-01,-7.671567916870117188e+00,5.225490058095274559e-01
-2.036000000000000000e+03,5.108414888381958008e-01,-5.834277153015136719e+00,5.720726041386198224e-01
-2.032000000000000000e+03,1.542776376008987427e-01,-1.623394012451171875e+01,4.799418172325842780e-01
-2.028000000000000000e+03,4.192105531692504883e-01,-7.551355838775634766e+00,4.370339470196771825e-01
-2.024000000000000000e+03,2.116918116807937622e-01,-1.348591899871826172e+01,4.237163175858152386e-01
-2.020000000000000000e+03,2.606182396411895752e-01,-1.167990493774414062e+01,5.714920499503027829e-01
-2.016000000000000000e+03,4.634063839912414551e-01,-6.680759906768798828e+00,5.695608381372120332e-01
-2.012000000000000000e+03,6.806293725967407227e-01,-3.341786623001098633e+00,7.229425225656289644e-01
-2.008000000000000000e+03,4.123319089412689209e-01,-7.695060729980468750e+00,8.027465965506699330e-01
-2.004000000000000000e+03,7.580109834671020508e-01,-2.406490087509155273e+00,7.827816655880750485e-01
-2.000000000000000000e+03,5.448666214942932129e-01,-5.274196147918701172e+00,6.521148572045089020e-01
-1.996000000000000000e+03,3.922947347164154053e-01,-8.127750396728515625e+00,6.513037882379524302e-01
-1.992000000000000000e+03,2.152166813611984253e-01,-1.334248161315917969e+01,5.453543432164446036e-01
-1.988000000000000000e+03,4.094430208206176758e-01,-7.756130695343017578e+00,4.655535156827269039e-01
-1.984000000000000000e+03,3.806372880935668945e-01,-8.389773368835449219e+00,4.272949737547697135e-01
-1.980000000000000000e+03,2.606298029422760010e-01,-1.167951774597167969e+01,4.669562127508128935e-01
-1.976000000000000000e+03,2.560243904590606689e-01,-1.183437347412109375e+01,4.289700715168796585e-01
-1.972000000000000000e+03,3.564831912517547607e-01,-8.959218978881835938e+00,4.222337017553207672e-01
-1.968000000000000000e+03,2.741429209709167480e-01,-1.124045944213867188e+01,4.850195683193561091e-01
-1.964000000000000000e+03,3.566434979438781738e-01,-8.955314636230468750e+00,4.831077180742089361e-01
-1.960000000000000000e+03,4.842622578144073486e-01,-6.298387527465820312e+00,4.246384771044836581e-01
-1.956000000000000000e+03,2.492147088050842285e-01,-1.206852722167968750e+01,5.353091492671813167e-01
-1.952000000000000000e+03,1.482258141040802002e-01,-1.658152389526367188e+01,5.954365236174238296e-01
-1.948000000000000000e+03,6.683328151702880859e-01,-3.500144481658935547e+00,6.324536744356358264e-01
-1.944000000000000000e+03,5.708068609237670898e-01,-4.870216369628906250e+00,6.437428323909895056e-01
-1.940000000000000000e+03,6.161109805107116699e-01,-4.206821441650390625e+00,7.881025574712481330e-01
-1.936000000000000000e+03,2.894247472286224365e-01,-1.076928615570068359e+01,6.249478015801009922e-01
-1.932000000000000000e+03,6.624103188514709473e-01,-3.577458381652832031e+00,5.653788754274639006e-01
-1.928000000000000000e+03,8.720364421606063843e-02,-2.118930816650390625e+01,5.168330488302366188e-01
-1.924000000000000000e+03,3.586325943470001221e-01,-8.907004356384277344e+00,6.250945110582007969e-01
-1.920000000000000000e+03,4.431990981101989746e-01,-7.068022727966308594e+00,6.414022895036722849e-01
-1.916000000000000000e+03,6.750334501266479492e-01,-3.413494110107421875e+00,6.824350767877400692e-01
-1.912000000000000000e+03,7.204958200454711914e-01,-2.847370624542236328e+00,6.078876538568838139e-01
-1.908000000000000000e+03,2.333553731441497803e-01,-1.263964462280273438e+01,5.667980725007291110e-01
-1.904000000000000000e+03,9.310749918222427368e-02,-2.062030792236328125e+01,5.801346786139757183e-01
-1.900000000000000000e+03,2.968450784683227539e-01,-1.054940223693847656e+01,4.121838514912084528e-01
-1.896000000000000000e+03,7.225361466407775879e-01,-2.822808742523193359e+00,4.275484772572636372e-01
-1.892000000000000000e+03,1.222838684916496277e-01,-1.825261688232421875e+01,4.964440125113943059e-01
-1.888000000000000000e+03,2.880815267562866211e-01,-1.080969238281250000e+01,5.328041585594823770e-01
-1.884000000000000000e+03,3.385015428066253662e-01,-9.408786773681640625e+00,4.615304617449687008e-01
-1.880000000000000000e+03,4.263536632061004639e-01,-7.404600143432617188e+00,4.648356817860042067e-01
-1.876000000000000000e+03,4.686715006828308105e-01,-6.582629203796386719e+00,4.918269709378973453e-01
-1.872000000000000000e+03,1.340564936399459839e-01,-1.745424270629882812e+01,4.738222857731659854e-01
-1.868000000000000000e+03,3.842198550701141357e-01,-8.308403968811035156e+00,4.979275299015024081e-01
-1.864000000000000000e+03,2.743719518184661865e-01,-1.123320579528808594e+01,5.947963493546114533e-01
-1.860000000000000000e+03,5.122123956680297852e-01,-5.810997962951660156e+00,7.492999420966480750e-01
-1.856000000000000000e+03,8.137015700340270996e-01,-1.790696978569030762e+00,7.155018820454789319e-01
-1.852000000000000000e+03,6.843717098236083984e-01,-3.294159173965454102e+00,7.581184752906885427e-01
-1.848000000000000000e+03,2.638369798660278320e-01,-1.157328701019287109e+01,8.650002877448192962e-01
-1.844000000000000000e+03,4.261649250984191895e-01,-7.408446311950683594e+00,7.647569243825655949e-01
-1.840000000000000000e+03,8.929070234298706055e-01,-9.838752746582031250e-01,7.394024574990235577e-01
-1.836000000000000000e+03,4.566519558429718018e-01,-6.808293342590332031e+00,8.153115011032263659e-01
-1.832000000000000000e+03,5.940634608268737793e-01,-4.523343086242675781e+00,8.596464125855728389e-01
-1.828000000000000000e+03,5.342119336128234863e-01,-5.445728778839111328e+00,7.407360294186369210e-01
-1.824000000000000000e+03,5.840782523155212402e-01,-4.670579433441162109e+00,6.319955440940629998e-01
-1.820000000000000000e+03,4.693686962127685547e-01,-6.569717407226562500e+00,5.813167404074306432e-01
-1.816000000000000000e+03,6.933705508708953857e-02,-2.318069267272949219e+01,5.291246218441563176e-01
-1.812000000000000000e+03,4.135542809963226318e-01,-7.669349670410156250e+00,4.359441559828731716e-01
-1.808000000000000000e+03,3.483125865459442139e-01,-9.160615921020507812e+00,3.827269704142673423e-01
-1.804000000000000000e+03,2.521854639053344727e-01,-1.196559906005859375e+01,4.336848057554230640e-01
-1.800000000000000000e+03,2.798182368278503418e-01,-1.106247997283935547e+01,4.405988015869364283e-01
-1.796000000000000000e+03,2.508400976657867432e-01,-1.201206111907958984e+01,3.621971025349918771e-01
-1.792000000000000000e+03,4.381807446479797363e-01,-7.166934013366699219e+00,4.115490865860776948e-01
-1.788000000000000000e+03,6.905922293663024902e-02,-2.321556472778320312e+01,3.493898740283290505e-01
-1.784000000000000000e+03,4.279687404632568359e-01,-7.371759414672851562e+00,3.316543347391557872e-01
-1.780000000000000000e+03,5.841781571507453918e-02,-2.466909408569335938e+01,2.900915328997747955e-01
-1.776000000000000000e+03,1.876691579818725586e-01,-1.453214168548583984e+01,4.020744324013492688e-01
-1.772000000000000000e+03,2.901411950588226318e-01,-1.074781227111816406e+01,3.565088983217653551e-01
-1.768000000000000000e+03,4.679230451583862305e-01,-6.596511840820312500e+00,4.515232106955464064e-01
-1.764000000000000000e+03,2.656721472740173340e-01,-1.151308059692382812e+01,4.149555040790103289e-01
-1.760000000000000000e+03,3.968424499034881592e-01,-8.027637481689453125e+00,3.906712658529066795e-01
-1.756000000000000000e+03,5.742127820849418640e-02,-2.481854248046875000e+01,4.544145008716116707e-01
-1.752000000000000000e+03,2.036449164152145386e-01,-1.382252788543701172e+01,5.946654485465348028e-01
-1.748000000000000000e+03,6.949654817581176758e-01,-3.160735368728637695e+00,6.155666878659106223e-01
-1.744000000000000000e+03,7.652218937873840332e-01,-2.324252367019653320e+00,7.078129925883788198e-01
-1.740000000000000000e+03,4.712890684604644775e-01,-6.534252643585205078e+00,7.143096604491392387e-01
-1.736000000000000000e+03,3.859867453575134277e-01,-8.268551826477050781e+00,6.001419661441256270e-01
-1.732000000000000000e+03,2.267849296331405640e-01,-1.288771629333496094e+01,5.712593429807059087e-01
-1.728000000000000000e+03,2.883197963237762451e-01,-1.080251121520996094e+01,5.612963101880640293e-01
-1.724000000000000000e+03,6.623469591140747070e-01,-3.578289031982421875e+00,5.383590689618527048e-01
-1.720000000000000000e+03,4.358024597167968750e-01,-7.214206695556640625e+00,4.965495577397574523e-01
-1.716000000000000000e+03,3.042882382869720459e-01,-1.033429622650146484e+01,5.228055089326383298e-01
-1.712000000000000000e+03,7.786664366722106934e-02,-2.217296981811523438e+01,5.993573833674246121e-01
-1.708000000000000000e+03,3.818389773368835449e-01,-8.362394332885742188e+00,6.651157610064983849e-01
-1.704000000000000000e+03,9.350115656852722168e-01,-5.836603641510009766e-01,8.500143421179132686e-01
-1.700000000000000000e+03,6.700224876403808594e-01,-3.478212356567382812e+00,9.999999999985962340e-01
-1.696000000000000000e+03,9.628651738166809082e-01,-3.286904096603393555e-01,9.605532610698831464e-01
-1.692000000000000000e+03,6.120897531509399414e-01,-4.263697624206542969e+00,7.508924436107221601e-01
-1.688000000000000000e+03,2.413364797830581665e-01,-1.234754085540771484e+01,5.883153071326301387e-01
-1.684000000000000000e+03,1.882358044385910034e-01,-1.450595474243164062e+01,3.653402531159255506e-01
-1.680000000000000000e+03,9.095069766044616699e-02,-2.082387924194335938e+01,2.866393534122547160e-01
-1.676000000000000000e+03,1.686663925647735596e-01,-1.545942878723144531e+01,3.773211520338482505e-01
-1.672000000000000000e+03,3.317706882953643799e-01,-9.583239555358886719e+00,3.930301944901634648e-01
-1.668000000000000000e+03,5.643294453620910645e-01,-4.969346046447753906e+00,4.286288552586586809e-01
-1.664000000000000000e+03,2.441887110471725464e-01,-1.224548816680908203e+01,4.279892792465411211e-01
-1.660000000000000000e+03,2.177470028400421143e-01,-1.324095630645751953e+01,4.239641565327785244e-01
-1.656000000000000000e+03,1.663883328437805176e-01,-1.557754325866699219e+01,3.824561343759069754e-01
-1.652000000000000000e+03,3.174338936805725098e-01,-9.966934204101562500e+00,3.347410102453137193e-01
-1.648000000000000000e+03,4.164850115776062012e-01,-7.608012676239013672e+00,4.217405758398828364e-01
-1.644000000000000000e+03,7.423564791679382324e-02,-2.258774948120117188e+01,5.011521555333655620e-01
-1.640000000000000000e+03,5.276244878768920898e-01,-5.553501129150390625e+00,5.326543469632688543e-01
-1.636000000000000000e+03,4.492387175559997559e-01,-6.950456619262695312e+00,5.525870393254805890e-01
-1.632000000000000000e+03,4.296392798423767090e-01,-7.337920665740966797e+00,5.888629198805869214e-01
-1.628000000000000000e+03,4.874818325042724609e-01,-6.240830898284912109e+00,5.154122180723814672e-01
-1.624000000000000000e+03,2.034440934658050537e-01,-1.383109855651855469e+01,4.003131551623909101e-01
-1.620000000000000000e+03,2.660057246685028076e-01,-1.150218009948730469e+01,3.701783556424327881e-01
-1.616000000000000000e+03,3.927565738558769226e-02,-2.811753082275390625e+01,3.072720942637301444e-01
-1.612000000000000000e+03,3.223043084144592285e-01,-9.834678649902343750e+00,3.355601315407162888e-01
-1.608000000000000000e+03,2.634205520153045654e-01,-1.158700752258300781e+01,3.375452026506318703e-01
-1.604000000000000000e+03,3.042012155055999756e-01,-1.033678150177001953e+01,3.556676166492241942e-01
-1.600000000000000000e+03,2.730762064456939697e-01,-1.127432346343994141e+01,3.520517810821895965e-01
-1.596000000000000000e+03,1.038245782256126404e-01,-1.967399597167968750e+01,3.809807916841052022e-01
-1.592000000000000000e+03,3.094253242015838623e-01,-1.018888282775878906e+01,4.356785682346996369e-01
-1.588000000000000000e+03,3.664607107639312744e-01,-8.719451904296875000e+00,4.816902467241021002e-01
-1.584000000000000000e+03,4.990252852439880371e-01,-6.037549018859863281e+00,5.196627516074060482e-01
-1.580000000000000000e+03,4.369618892669677734e-01,-7.191128730773925781e+00,4.666520252821054204e-01
-1.576000000000000000e+03,2.390761077404022217e-01,-1.242927646636962891e+01,4.639761126774489264e-01
-1.572000000000000000e+03,1.206102371215820312e-01,-1.837231636047363281e+01,4.569660369476227224e-01
-1.568000000000000000e+03,3.569295704364776611e-01,-8.948349952697753906e+00,4.835712577734634920e-01
-1.564000000000000000e+03,4.740566015243530273e-01,-6.483396530151367188e+00,6.842972764087829063e-01
-1.560000000000000000e+03,5.317251086235046387e-01,-5.486256599426269531e+00,8.253219839614723830e-01
-1.556000000000000000e+03,9.540276527404785156e-01,-4.087807238101959229e-01,8.751024075486650844e-01
-1.552000000000000000e+03,6.229159832000732422e-01,-4.111410617828369141e+00,8.949685811273196956e-01
-1.548000000000000000e+03,5.342388749122619629e-01,-5.445290565490722656e+00,8.522400689828821818e-01
-1.544000000000000000e+03,5.448164939880371094e-01,-5.274994850158691406e+00,6.639937941228806206e-01
-1.540000000000000000e+03,3.795334994792938232e-01,-8.414997100830078125e+00,6.136600513964872716e-01
-1.536000000000000000e+03,2.835268080234527588e-01,-1.094811630249023438e+01,5.438695895810194969e-01
-1.532000000000000000e+03,4.436358511447906494e-01,-7.059467315673828125e+00,4.034487826362473384e-01
-1.528000000000000000e+03,2.856572568416595459e-01,-1.088309478759765625e+01,3.911256801372785530e-01
-1.524000000000000000e+03,4.466173797845840454e-02,-2.700128746032714844e+01,4.928753299764020435e-01
-1.520000000000000000e+03,3.356407284736633301e-01,-9.482506752014160156e+00,4.222820282791108770e-01
-1.516000000000000000e+03,6.459415555000305176e-01,-3.796135902404785156e+00,4.760773248303986627e-01
-1.512000000000000000e+03,1.921946555376052856e-01,-1.432517433166503906e+01,5.056384625957447421e-01
-1.508000000000000000e+03,4.772668480873107910e-01,-6.424774646759033203e+00,5.150607185959225065e-01
-1.504000000000000000e+03,1.499534249305725098e-01,-1.648087310791015625e+01,3.913980243530900682e-01
-1.500000000000000000e+03,3.692011833190917969e-01,-8.654738426208496094e+00,4.450738339246810837e-01
-1.496000000000000000e+03,2.054763138294219971e-01,-1.374476432800292969e+01,3.937348375865996619e-01
-1.492000000000000000e+03,3.833786547183990479e-01,-8.327441215515136719e+00,4.588686749687827526e-01
-1.488000000000000000e+03,2.944061756134033203e-01,-1.062106132507324219e+01,4.723281358366168692e-01
-1.484000000000000000e+03,3.819489479064941406e-01,-8.359893798828125000e+00,5.107864600280956902e-01
-1.480000000000000000e+03,4.171414673328399658e-01,-7.594332695007324219e+00,4.525412618518196983e-01
-1.476000000000000000e+03,3.424582481384277344e-01,-9.307847023010253906e+00,4.640211404552746499e-01
-1.472000000000000000e+03,1.759192794561386108e-01,-1.509373188018798828e+01,4.683709334027947868e-01
-1.468000000000000000e+03,3.352955281734466553e-01,-9.491444587707519531e+00,5.182352961644086653e-01
-1.464000000000000000e+03,3.974421620368957520e-01,-8.014521598815917969e+00,5.120320472598477446e-01
-1.460000000000000000e+03,5.947497487068176270e-01,-4.513315200805664062e+00,5.746428020802757386e-01
-1.456000000000000000e+03,3.203633427619934082e-01,-9.887144088745117188e+00,5.959471368608660891e-01
-1.452000000000000000e+03,3.989280164241790771e-01,-7.982109069824218750e+00,5.406443405970335903e-01
-1.448000000000000000e+03,4.111779034137725830e-01,-7.719404697418212891e+00,4.493448167561854278e-01
-1.444000000000000000e+03,2.004631161689758301e-01,-1.395931053161621094e+01,4.236540744121193303e-01
-1.440000000000000000e+03,2.695565521717071533e-01,-1.138700294494628906e+01,3.996229129642378530e-01
-1.436000000000000000e+03,2.288573384284973145e-01,-1.280870342254638672e+01,3.761192580206793035e-01
-1.432000000000000000e+03,3.133331537246704102e-01,-1.007987213134765625e+01,4.460716742480383412e-01
-1.428000000000000000e+03,3.274619281291961670e-01,-9.696784019470214844e+00,5.496776248726816805e-01
-1.424000000000000000e+03,4.496215879917144775e-01,-6.943056583404541016e+00,6.014290795045310611e-01
-1.420000000000000000e+03,6.385831236839294434e-01,-3.895651340484619141e+00,5.943455653642291114e-01
-1.416000000000000000e+03,4.131871163845062256e-01,-7.677064418792724609e+00,6.080221870507356297e-01
-1.412000000000000000e+03,2.881028950214385986e-01,-1.080904769897460938e+01,5.407339819791268098e-01
-1.408000000000000000e+03,3.761757016181945801e-01,-8.492184638977050781e+00,4.384948794001605754e-01
-1.404000000000000000e+03,2.099525779485702515e-01,-1.355757617950439453e+01,4.646589593674491092e-01
-1.400000000000000000e+03,2.744250297546386719e-01,-1.123152637481689453e+01,5.198845938423553026e-01
-1.396000000000000000e+03,5.063790678977966309e-01,-5.910485267639160156e+00,4.501458493352103463e-01
-1.392000000000000000e+03,4.848071038722991943e-01,-6.288619995117187500e+00,4.838255185023613847e-01
-1.388000000000000000e+03,1.277782917022705078e-01,-1.787085914611816406e+01,5.690608302469973845e-01
-1.384000000000000000e+03,3.299137651920318604e-01,-9.631991386413574219e+00,4.609406534969516245e-01
-1.380000000000000000e+03,5.780185461044311523e-01,-4.761164665222167969e+00,3.949859283063875681e-01
-1.376000000000000000e+03,1.212735995650291443e-01,-1.832467460632324219e+01,4.307487942481293963e-01
-1.372000000000000000e+03,2.498877197504043579e-01,-1.204510211944580078e+01,3.739308381527148284e-01
-1.368000000000000000e+03,2.551594674587249756e-01,-1.186376571655273438e+01,3.852227991008349006e-01
-1.364000000000000000e+03,1.275379806756973267e-01,-1.788720893859863281e+01,4.271546274886064976e-01
-1.360000000000000000e+03,6.182385683059692383e-01,-4.176877975463867188e+00,4.557987912719017598e-01
-1.356000000000000000e+03,2.706275582313537598e-01,-1.135256004333496094e+01,4.739286488897168637e-01
-1.352000000000000000e+03,3.519133031368255615e-01,-9.071286201477050781e+00,5.191421730971440551e-01
-1.348000000000000000e+03,3.197349011898040771e-01,-9.904198646545410156e+00,4.023616920947127307e-01
-1.344000000000000000e+03,2.885807752609252930e-01,-1.079465293884277344e+01,4.559985065982826158e-01
-1.340000000000000000e+03,2.022865861654281616e-01,-1.388065814971923828e+01,3.637645590995208789e-01
-1.336000000000000000e+03,4.616726636886596680e-01,-6.713316917419433594e+00,4.142088736151856576e-01
-1.332000000000000000e+03,2.339185029268264771e-02,-3.261870956420898438e+01,3.699294864910386282e-01
-1.328000000000000000e+03,4.994088709354400635e-01,-6.030874729156494141e+00,3.623932137147038990e-01
-1.324000000000000000e+03,1.308652162551879883e-01,-1.766351509094238281e+01,2.764954836586911435e-01
-1.320000000000000000e+03,1.754436790943145752e-01,-1.511724567413330078e+01,3.725124254990670458e-01
-1.316000000000000000e+03,1.557197272777557373e-01,-1.615312767028808594e+01,3.824131063451594037e-01
-1.312000000000000000e+03,3.653876781463623047e-01,-8.744921684265136719e+00,4.115757652202126637e-01
-1.308000000000000000e+03,5.346733927726745605e-01,-5.438228130340576172e+00,5.041738695903801304e-01
-1.304000000000000000e+03,2.347375899553298950e-01,-1.258834743499755859e+01,6.594385083370239986e-01
-1.300000000000000000e+03,5.052621960639953613e-01,-5.929664611816406250e+00,7.232247672029051833e-01
-1.296000000000000000e+03,7.087456583976745605e-01,-2.990191936492919922e+00,7.069860595194796815e-01
-1.292000000000000000e+03,5.925833582878112793e-01,-4.545011043548583984e+00,7.339266730723017496e-01
-1.288000000000000000e+03,4.768339097499847412e-01,-6.432657241821289062e+00,7.431914427147292557e-01
-1.284000000000000000e+03,3.306954205036163330e-01,-9.611435890197753906e+00,6.229427852940465637e-01
-1.280000000000000000e+03,5.382617115974426270e-01,-5.380130290985107422e+00,4.775608966069335715e-01
-1.276000000000000000e+03,2.804406285285949707e-01,-1.104318141937255859e+01,4.245764682107801558e-01
-1.272000000000000000e+03,7.475808262825012207e-02,-2.252683639526367188e+01,3.526747734177020921e-01
-1.268000000000000000e+03,2.881124913692474365e-01,-1.080875873565673828e+01,3.475871658369642514e-01
-1.264000000000000000e+03,7.459395378828048706e-02,-2.254592895507812500e+01,2.891632224854128741e-01
-1.260000000000000000e+03,5.201405286788940430e-01,-5.677586078643798828e+00,3.254531012700652703e-01
-1.256000000000000000e+03,7.234459370374679565e-02,-2.281187820434570312e+01,4.091931627989021658e-01
-1.252000000000000000e+03,2.040163874626159668e-01,-1.380669784545898438e+01,5.130094236442257483e-01
-1.248000000000000000e+03,5.863801836967468262e-01,-4.636414051055908203e+00,5.102102964978504351e-01
-1.244000000000000000e+03,4.443696141242980957e-01,-7.045112609863281250e+00,6.070924385337418405e-01
-1.240000000000000000e+03,5.101705193519592285e-01,-5.845692634582519531e+00,7.724596405427887058e-01
-1.236000000000000000e+03,4.174221158027648926e-01,-7.588490962982177734e+00,7.793848232439393175e-01
-1.232000000000000000e+03,7.930259108543395996e-01,-2.014252662658691406e+00,8.845922365923660768e-01
-1.228000000000000000e+03,6.110464930534362793e-01,-4.278514862060546875e+00,8.974878273541990747e-01
-1.224000000000000000e+03,8.191003203392028809e-01,-1.733258008956909180e+00,9.224038727005293703e-01
-1.220000000000000000e+03,5.561023950576782227e-01,-5.096904754638671875e+00,7.305586973700868292e-01
-1.216000000000000000e+03,5.061687827110290527e-01,-5.914092540740966797e+00,7.547968033555434442e-01
-1.212000000000000000e+03,1.097064018249511719e-01,-1.919536209106445312e+01,7.245476584650074603e-01
-1.208000000000000000e+03,6.973784565925598145e-01,-3.130629301071166992e+00,6.421153311194788271e-01
-1.204000000000000000e+03,7.113580703735351562e-01,-2.958234786987304688e+00,6.449911682290809800e-01
-1.200000000000000000e+03,2.624926269054412842e-01,-1.161765861511230469e+01,7.328060532986402364e-01
-1.196000000000000000e+03,5.164120197296142578e-01,-5.740073204040527344e+00,7.693501509764776314e-01
-1.192000000000000000e+03,4.224879145622253418e-01,-7.483714103698730469e+00,6.549058807732897058e-01
-1.188000000000000000e+03,8.275422453880310059e-01,-1.644196629524230957e+00,6.461132438855523574e-01
-1.184000000000000000e+03,3.037272691726684570e-01,-1.035032367706298828e+01,5.463569109753628750e-01
-1.180000000000000000e+03,2.311747670173645020e-01,-1.272119140625000000e+01,4.766416070181720976e-01
-1.176000000000000000e+03,1.610971242189407349e-01,-1.585824489593505859e+01,3.519670993238642187e-01
-1.172000000000000000e+03,1.741739958524703979e-01,-1.518033409118652344e+01,3.340142653417371710e-01
-1.168000000000000000e+03,3.834730982780456543e-01,-8.325302124023437500e+00,3.476002457726115602e-01
-1.164000000000000000e+03,2.397823631763458252e-01,-1.240365505218505859e+01,3.263076877452107394e-01
-1.160000000000000000e+03,2.795656919479370117e-01,-1.107032299041748047e+01,3.148215505191016006e-01
-1.156000000000000000e+03,8.525669574737548828e-02,-2.138543128967285156e+01,3.806165762427013988e-01
-1.152000000000000000e+03,1.332623511552810669e-01,-1.750585174560546875e+01,3.997449184538529043e-01
-1.148000000000000000e+03,6.178236603736877441e-01,-4.182709693908691406e+00,4.363123186237918283e-01
-1.144000000000000000e+03,3.079142272472381592e-01,-1.023140430450439453e+01,5.393948459096939985e-01
-1.140000000000000000e+03,4.098124802112579346e-01,-7.748296260833740234e+00,5.699237085604451636e-01
-1.136000000000000000e+03,4.524189233779907227e-01,-6.889184951782226562e+00,5.010391823741718875e-01
-1.132000000000000000e+03,2.420009076595306396e-01,-1.232365989685058594e+01,5.449752070680246030e-01
-1.128000000000000000e+03,3.724688291549682617e-01,-8.578201293945312500e+00,5.485182484945626546e-01
-1.124000000000000000e+03,4.644067883491516113e-01,-6.662029266357421875e+00,5.123913867489098273e-01
-1.120000000000000000e+03,4.224321842193603516e-01,-7.484860420227050781e+00,5.025338929092741935e-01
-1.116000000000000000e+03,3.237412571907043457e-01,-9.796038627624511719e+00,5.199756534551167597e-01
-1.112000000000000000e+03,2.068902105093002319e-01,-1.368520164489746094e+01,4.684508228802041763e-01
-1.108000000000000000e+03,4.345933794975280762e-01,-7.238337993621826172e+00,5.058826743863971132e-01
-1.104000000000000000e+03,2.808842062950134277e-01,-1.102945327758789062e+01,5.931855405325595632e-01
-1.100000000000000000e+03,5.557579994201660156e-01,-5.102285861968994141e+00,6.588177291107254474e-01
-1.096000000000000000e+03,6.346990466117858887e-01,-3.948643207550048828e+00,5.719433150513837383e-01
-1.092000000000000000e+03,4.406607747077941895e-01,-7.117912292480468750e+00,6.048877424816623272e-01
-1.088000000000000000e+03,1.251616626977920532e-01,-1.805057334899902344e+01,5.726212878808276674e-01
-1.084000000000000000e+03,3.982265889644622803e-01,-7.997394561767578125e+00,4.702467714662524334e-01
-1.080000000000000000e+03,4.408304393291473389e-01,-7.114568233489990234e+00,4.538799209941251633e-01
-1.076000000000000000e+03,2.700586318969726562e-01,-1.137083911895751953e+01,4.991074434310983632e-01
-1.072000000000000000e+03,3.823648691177368164e-01,-8.350440025329589844e+00,5.948221745402025862e-01
-1.068000000000000000e+03,2.862543165683746338e-01,-1.086495876312255859e+01,5.932697349048293711e-01
-1.064000000000000000e+03,7.391459941864013672e-01,-2.625395774841308594e+00,6.242113528829104085e-01
-1.060000000000000000e+03,4.353009164333343506e-01,-7.224207878112792969e+00,6.016225027396875369e-01
-1.056000000000000000e+03,3.802673518657684326e-01,-8.398219108581542969e+00,6.136089699910010076e-01
-1.052000000000000000e+03,3.019072711467742920e-01,-1.040252876281738281e+01,5.000160900144906551e-01
-1.048000000000000000e+03,3.289480507373809814e-01,-9.657453536987304688e+00,4.728336953259373310e-01
-1.044000000000000000e+03,3.345476984977722168e-01,-9.510839462280273438e+00,4.373520574136474659e-01
-1.040000000000000000e+03,3.384819030761718750e-01,-9.409290313720703125e+00,4.613935271811947514e-01
-1.036000000000000000e+03,2.538878619670867920e-01,-1.190716171264648438e+01,4.332501912680877254e-01
-1.032000000000000000e+03,3.875388503074645996e-01,-8.233695030212402344e+00,5.046579966439670439e-01
-1.028000000000000000e+03,2.287063300609588623e-01,-1.281443595886230469e+01,4.747278239630876584e-01
